name,align_cutoff_head_slv,align_cutoff_tail_slv,align_filter_slv,align_quality_slv,aligned_slv,lca_tax_slv,nearest_slv,turn
OFRD01053881.1_0-706(-),0,0,,94,2020-12-10 20:49:20,Eukaryota;SAR;Alveolata;,KJ925159.1.1.1666~0.907 KJ763031.1.1.1796~0.892 EF058253.1.1.1725~0.891 EU371138.1.1.1794~0.891 KJ758057.1.1.1797~0.891 KJ757829.1.1.1801~0.891 KJ758362.1.1.1802~0.890 GU001637.1.1.1740~0.890 DQ103848.1.1.1654~0.888 FJ914447.1.1.1525~0.888 ,turn-check disabled
OFRD01001899.1_3346-4223(-),0,0,,99,2020-12-10 20:49:20,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,CP021324.1.507270.508740~0.994 CP010868.1.949799.951269~0.993 CP003842.1.945953.947418~0.992 CP000866.1.896241.897709~0.991 CP003843.1.952928.954393~0.990 KR737579.1.1.1474~0.987 CP011070.1.762943.764413~0.987 AJXC01000474.1.2737.4194~0.986 LQMW01000026.1.5821.7278~0.986 AGBE01001967.1.8175.9632~0.983 ,turn-check disabled
OFRD01028570.1_92-966(+),0,0,,99,2020-12-10 20:49:20,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Pseudarcobacter;,DQ234254.2.1.1547~0.994 CP032097.1.2284812.2286317~0.993 CP032097.1.951489.952994~0.993 CP032097.1.2437538.2439043~0.993 CP032097.1.2142906.2144411~0.993 CP032097.1.2715696.2717201~0.993 AP012048.1.2429210.2430725~0.993 AP012048.1.1097572.1099087~0.993 AP012048.1.2586203.2587718~0.993 AP012048.1.2339767.2341282~0.993 ,turn-check disabled
OFRD01032406.1_0-536(+),0,0,,98,2020-12-10 20:49:20,Eukaryota;SAR;Alveolata;,EU162629.1.1.1774~0.924 DQ244038.1.1.1775~0.920 DQ779992.1.248.2051~0.914 FPLS01027223.1.51.1280~0.914 FPLS01058904.1.29.1331~0.914 FPLS01051435.1.1.1421~0.912 KJ764555.1.1.1796~0.910 KJ757547.1.1.1795~0.909 KC771146.1.1.1798~0.907 AY590480.1.1.1803~0.907 ,turn-check disabled
OFRD01014765.1_542-1421(+),0,0,,99,2020-12-10 20:49:20,Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;,AF316766.1.1.1445~0.984 JN868850.1.1.1487~0.912 HM446100.1.1.1395~0.907 AB698042.1.1.1542~0.901 DQ395884.1.1.1493~0.887 JN119227.1.1.1459~0.885 HQ674351.1.1.1457~0.885 JN032909.1.1.1407~0.885 EF574227.1.1.1455~0.884 DQ396341.1.1.1491~0.883 ,turn-check disabled
OFRD01001949.1_3419-4291(+),0,0,,99,2020-12-10 20:49:20,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;,JN869210.1.1.1479~0.995 CP024034.1.172000.173465~0.991 MF040518.1.1.1464~0.977 EU803557.1.1.1284~0.972 EU800530.1.1.1447~0.971 EU803462.1.1.1270~0.971 EU803509.1.1.1450~0.970 MF040380.1.1.1465~0.968 EU803472.1.1.1263~0.968 EU803809.1.1.1257~0.962 ,turn-check disabled
OFRD01000950.1_5571-6446(-),0,0,,99,2020-12-10 20:49:20,Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;,EU117830.1.1.1506~0.983 CP016776.1.721044.722561~0.982 FJ827875.1.1.1488~0.981 FJ827870.1.1.1488~0.981 CP016779.1.600867.602391~0.981 HQ008539.1.1.1513~0.979 CP016768.2.598628.600152~0.979 FJ827874.1.1.1486~0.978 FJ827887.1.1.1486~0.978 CP015605.1.1028133.1029625~0.978 ,turn-check disabled
OFRD01007247.1_62-928(+),0,0,,97,2020-12-10 20:49:20,Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;,AACY020058346.1.1121.2624~0.913 AUSF01000048.1.11636.13144~0.903 AY792296.1.1.1522~0.902 AM230484.1.1.1519~0.902 NFUW01000002.1.579175.580711~0.901 EU800953.1.1.1493~0.894 KF441671.1.1.1521~0.894 JQ711731.1.1.1516~0.893 KJ081629.1.1.1524~0.891 FPLK01002673.1.23.1523~0.891 ,turn-check disabled
OFRD01001253.1_5505-6369(+),0,0,,99,2020-12-10 20:49:21,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;,AF316759.1.1.1492~0.988 CEUZ01020411.1.1.1470~0.917 CETM01110955.1.511.2004~0.913 GQ337107.1.1.1475~0.907 KY194461.1.1.1457~0.905 KP639050.1.1.1475~0.904 JQ996654.1.1.1497~0.892 EU491317.1.1.1481~0.890 JN977248.1.1.1504~0.890 KM018358.1.1.1477~0.889 ,turn-check disabled
OFRD01001820.1_2492-3344(-),0,0,,99,2020-12-10 20:49:21,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;,KC541305.1.1.1507~0.995 AM167558.1.1.1497~0.995 GQ406176.1.1.1485~0.994 AM177614.1.1.1491~0.994 AM167564.1.1.1496~0.994 JXQR01000012.1.10.1527~0.994 FJ447541.1.1.1506~0.994 JSYM01000004.1.3791.5310~0.994 AM167562.1.1.1492~0.994 CP030261.1.472210.473727~0.994 ,turn-check disabled
OFRD01011916.1_1286-1764(-),0,0,,100,2020-12-10 20:49:21,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;,AB473883.1.1.1527~1.000 JN869124.1.1.1525~1.000 AB475010.1.1.1529~0.998 JN869108.1.1.1529~0.998 JN868768.1.1.1527~0.998 JN868776.1.1.1527~0.998 CP000267.1.4118284.4119814~0.998 CP000267.1.4112640.4114170~0.998 AB475011.1.1.1528~0.996 GQ406151.1.1.1503~0.996 ,turn-check disabled
OFRD01004311.1_2832-3608(-),0,0,,97,2020-12-10 20:49:21,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;,CP025113.1.2489427.2490920~0.985 AY624135.1.1.1483~0.985 CP016428.1.7431066.7432562~0.985 AF208518.1.1.1437~0.985 AF293373.1.1.1446~0.985 AF208510.1.1.1443~0.985 AF293374.1.1.1454~0.985 AF293376.1.1.1471~0.985 AF293379.1.1.1472~0.985 AF208512.1.1.1479~0.985 ,turn-check disabled
OFRD01001724.1_4144-5928(-),0,0,,99,2020-12-10 20:49:21,Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;,GU290087.1.1.1789~0.930 MG674912.1.1.1789~0.929 MG674913.1.1.1783~0.929 GU290107.1.1.1788~0.928 GU290102.1.1.1788~0.927 FR874662.1.1.1788~0.926 AF123293.1.1.1789~0.925 CEOE01007823.1.4128.5910~0.925 FPLL01006794.1.8.1789~0.925 FM955256.1.1.1791~0.924 ,turn-check disabled
OFRD01053240.1_12-714(+),0,0,,99,2020-12-10 20:49:21,Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;,DQ316373.1.1.1526~0.997 FPLM01008179.1.17.1542~0.973 FPLS01056716.1.36.1538~0.964 JX505026.1.1.1469~0.963 KM200474.1.1.1512~0.962 AB254797.1.1.1511~0.960 CP001854.1.3764582.3766117~0.960 AJ440237.1.1.1470~0.960 KY908257.1.1.1382~0.960 EU861962.1.1.1512~0.959 ,turn-check disabled
OFRD01086325.1_0-539(-),0,0,,98,2020-12-10 20:49:21,Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;,KC509519.1.65639.67120~0.980 EU580504.1.1.1447~0.974 JF733401.1.1.1443~0.970 JX406242.1.1.1449~0.970 JX391390.1.1.1443~0.968 JQ923818.1.1.1443~0.968 GQ441311.1.1.1443~0.967 HQ120263.1.1.1454~0.967 GU591327.1.113086.114571~0.967 FJ002205.1.1.1435~0.967 ,turn-check disabled
OFRD01012422.1_6-493(+),0,0,,99,2020-12-10 20:49:21,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;,CP001672.1.214628.216153~0.990 CP001672.1.691251.692776~0.990 FPLK01000034.1.18.1534~0.990 DQ833508.1.1.1530~0.984 CP002056.1.726526.728051~0.984 CP002056.1.133281.134806~0.984 CP002056.1.127113.128638~0.984 KC683087.1.1.1533~0.979 ABSP01000357.1.559.2074~0.979 ABSR01004128.1.3718.5055~0.979 ,turn-check disabled
OFRD01009192.1_52-528(+),0,0,,99,2020-12-10 20:49:21,Bacteria;Chloroflexi;SL56 marine group;,AACY020469740.1.331.1809~0.987 AACY020179327.1.228.1706~0.983 FPLK01002752.1.19.1497~0.979 EU804035.1.1.1456~0.950 GU305809.1.1.1464~0.950 EU803341.1.1.1470~0.945 EU800642.1.1.1476~0.941 EU803626.1.1.1233~0.939 JN656931.1.1.1460~0.937 KC541008.1.1.1495~0.937 ,turn-check disabled
OFRD01001899.1_4271-4810(-),0,0,,99,2020-12-10 20:49:21,Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;,JN118712.1.1.924~0.998 JN118742.1.1.913~0.996 JN118704.1.1.918~0.994 JN118811.1.1.921~0.991 JQ222368.1.1.914~0.985 JQ224840.1.1.1356~0.985 AJXC01000474.1.2737.4194~0.983 JQ226972.1.1.1340~0.983 JQ225050.1.1.1354~0.983 JN591965.1.1.1440~0.981 ,turn-check disabled
OFRD01065463.1_65-578(-),0,0,,85,2020-12-10 20:49:21,Bacteria;,GQ182005.1.1.1419~0.766 KJ410569.1.1.1212~0.764 FJ478564.1.1.1446~0.764 AF282178.1.1.1524~0.762 EU651865.1.1.1527~0.762 KC683240.1.1.1476~0.762 EU925851.1.1.1502~0.762 HM126845.1.1.1407~0.762 HQ191036.1.1.1516~0.760 KJ955647.1.1.1447~0.760 ,turn-check disabled
OFRD01005349.1_4-486(+),0,0,,99,2020-12-10 20:49:21,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;,DQ787673.1.1.1527~0.994 CU207211.1.202826.204361~0.994 CU207211.1.575061.576596~0.994 HM756647.1.1.1525~0.994 GU441679.1.1.1525~0.994 DQ787709.1.1.1523~0.992 KC620682.1.1.1529~0.992 DQ787693.1.1.1527~0.992 KF441693.1.1.1528~0.992 CP000269.1.259683.261216~0.992 ,turn-check disabled
OFRC01006344.1_1-588(-),0,0,,100,2020-12-10 20:49:21,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;,DQ234115.2.1.1547~1.000 JQ668563.1.1.1525~1.000 KM668178.1.1.1489~1.000 CU926906.1.2.1345~1.000 CU925531.1.1.1345~1.000 JX392996.1.1.1417~1.000 EF064152.1.1.1235~1.000 GU300770.1.1.1377~1.000 EF064151.1.1.1390~1.000 FR682113.1.1.1402~1.000 ,turn-check disabled
OFRC01012724.1_149-1022(+),0,0,,99,2020-12-10 20:49:21,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;,AY957937.1.1.1521~0.951 KC541336.1.1.1522~0.950 FN428780.1.1.1554~0.950 KC620689.1.1.1524~0.948 JN868782.1.1.1527~0.947 CP027669.1.2196480.2198022~0.944 CP027669.1.105652.107194~0.944 CP027669.1.1954968.1956510~0.944 KC541300.1.1.1524~0.943 JN869213.1.1.1528~0.940 ,turn-check disabled
OFRC01001185.1_2529-3416(-),0,0,,99,2020-12-10 20:49:21,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;,AB251601.1.1.1494~0.949 FR733719.1.1.1505~0.947 LZMC01000106.1.164.1700~0.947 CP014475.1.2332538.2334047~0.947 AF058712.1.1.1469~0.947 KC554341.1.1.1517~0.946 AF498659.2.1.1517~0.946 HM770867.2.1.1419~0.946 CP018043.1.31317.32847~0.946 LZSH01000273.1.163.1695~0.946 ,turn-check disabled
OFRD01020323.1_552-1264(+),0,0,,74,2020-12-10 20:49:21,Unclassified;,,turn-check disabled
OFRD01013092.1_826-1613(+),0,0,,96,2020-12-10 20:49:21,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;,GU230291.1.1.1531~0.842 FJ849261.1.1.1523~0.830 GU941028.1.1.1387~0.823 GU940758.1.1.1389~0.821 JN986291.1.1.1551~0.797 KP165389.1.28243.29715~0.736 CESJ01086132.1.23442.24984~0.720 KU501222.1.36672.38180~0.720 JN503454.1.1.1218~0.719 JF272060.1.1.1466~0.717 ,turn-check disabled
OFRC01000775.1_4134-5003(-),0,0,,99,2020-12-10 20:49:22,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;uncultured;,CP024847.1.570277.571808~0.972 CP024847.1.2796638.2798169~0.971 CP024847.1.802180.803711~0.971 CP024847.1.1687773.1689303~0.969 MF040340.1.1.1491~0.939 DQ129259.1.1.1486~0.931 MF040331.1.1.1492~0.924 JN609350.1.1.1492~0.923 LGYH01000020.1.222.1772~0.922 FPLS01017319.1.10.1531~0.922 ,turn-check disabled
OFRC01000761.1_3894-5626(-),0,0,,99,2020-12-10 20:49:22,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Oligohymenophorea;Peritrichia;,AY082994.1.1.1730~0.984 KX465168.1.1.1731~0.977 AB473925.1.1.1728~0.973 KX465171.1.1.1732~0.971 GQ872427.2.1.1729~0.965 KX465188.1.1.1732~0.962 JQ723992.1.1.1687~0.958 JQ723993.1.1.1686~0.954 AB902048.1.1.1730~0.952 HQ219427.1.1.2156~0.949 ,turn-check disabled
OFRE01000832.1_5062-6037(-),0,0,,99,2020-12-10 20:49:22,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Ferribacterium;,CP000089.1.870619.872148~0.992 CP000089.1.1227775.1229304~0.992 CP000089.1.715274.716803~0.992 CP000089.1.76851.78380~0.992 KF441656.1.1.1530~0.986 Y17060.1.1.1530~0.986 DQ376562.1.1.1521~0.979 AY212571.1.1.1526~0.978 CP031842.1.567751.569294~0.978 CP031842.1.755917.757460~0.978 ,turn-check disabled
OFRC01000576.1_4509-6324(-),0,0,,99,2020-12-10 20:49:22,Eukaryota;SAR;Rhizaria;Cercozoa;Thecofilosea;Cryomonadida;Rhizaspididae;Rhogostoma;,LC109101.1.1.1814~0.990 AB901921.1.1.1811~0.975 AB902257.1.1.1813~0.972 AB902189.1.1.1794~0.966 DQ243996.1.1.1805~0.963 EF023834.1.1.1804~0.957 AY082998.1.1.1818~0.955 GU070876.1.1.1792~0.950 DQ243997.1.1.1793~0.948 AJ514867.1.1.1767~0.938 ,turn-check disabled
OFRE01000807.1_2312-3162(+),0,0,,99,2020-12-10 20:49:22,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;,JQ427530.1.1.1477~0.985 FPLL01007596.1.21.1471~0.939 JQ428108.1.1.1426~0.929 HM584362.1.1.1329~0.928 AY435496.1.1.1518~0.927 FPLM01005096.1.1.1370~0.927 CP007496.1.118727.120208~0.925 EU283403.1.1.1525~0.924 KU868091.1.1.1472~0.924 ABBV01000356.1.1594.3049~0.921 ,turn-check disabled
OFRE01010519.1_956-1580(-),0,0,,98,2020-12-10 20:49:22,Bacteria;Patescibacteria;Microgenomatia;Candidatus Roizmanbacteria;,MFZZ01000045.1.3215.4725~0.849 MGBB01000051.1.91.1723~0.841 MGAT01000002.1.12195.13700~0.840 KX123530.1.1.1503~0.838 GQ487897.1.1.1470~0.835 JX271987.1.1.1451~0.833 JQ800729.1.1.1472~0.833 KJ817708.1.1.1475~0.832 KX123529.1.1.1503~0.830 MFOM01000064.1.6537.8212~0.827 ,turn-check disabled
OFRC01004163.1_652-2345(+),0,0,,98,2020-12-10 20:49:22,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Phyllopharyngea;Suctoria;,AB902542.1.1.1694~0.930 FR874828.1.1.1704~0.849 FR874559.1.1.1705~0.846 HM140400.1.1.1706~0.843 FJ865206.1.1.1693~0.841 GQ265956.1.1.1696~0.825 EU600181.1.1.1695~0.820 FJ865207.1.1.1676~0.818 AB902305.1.1.1676~0.817 EU600182.1.1.1691~0.817 ,turn-check disabled
OFRE01019936.1_641-1109(+),0,0,,97,2020-12-10 20:49:22,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propioniciclava;,FJ535513.1.1.1480~0.968 CU920907.1.1.1339~0.964 FPLP01010227.1.1.1324~0.964 AB298731.2.1.1453~0.962 HQ860492.1.1.1449~0.959 FPLM01008362.1.15.1512~0.959 DQ378203.1.1.1478~0.955 JF145702.1.1.1334~0.955 EU812987.1.1.1499~0.953 EU266885.1.1.1476~0.953 ,turn-check disabled
OFRE01010555.1_428-1293(+),0,0,,97,2020-12-10 20:49:22,Bacteria;Patescibacteria;Parcubacteria;,KF945046.1.1.1250~0.858 AF507684.1.1.1555~0.854 JX105709.1.1.1459~0.852 MHUZ01000027.1.7592.9075~0.850 JX875889.1.1.1423~0.842 DQ336981.1.1.1547~0.840 AB510989.1.1.1444~0.838 GQ302616.1.1.1553~0.837 CXWK01030201.1.54919.56391~0.835 JX105555.1.1.1449~0.835 ,turn-check disabled
OFRE01002173.1_2537-4173(+),0,0,,99,2020-12-10 20:49:22,Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;,CEOE01007823.1.4128.5910~0.977 HAFO01005448.1.3.1783~0.970 EF024325.1.1.1777~0.970 EF165142.1.1.1771~0.969 EF165125.1.1.1776~0.968 KT877396.1.1.1787~0.966 AF123297.1.1.1786~0.962 EF432519.1.1.1793~0.961 HAGC01014360.1.3.1783~0.960 FR865768.1.1.1760~0.959 ,turn-check disabled
OFRE01011357.1_672-1542(+),0,0,,96,2020-12-10 20:49:22,Bacteria;Patescibacteria;Parcubacteria;,CESG01015203.1.11936.13373~0.830 DQ839499.1.1.1436~0.829 MHTG01000018.1.95.1673~0.823 AB179667.1.1.1380~0.811 MHTK01000006.1.314535.315996~0.811 MHWS01000015.1.3646.5167~0.810 AY532554.1.1.1443~0.807 JX105555.1.1.1449~0.806 LBVI01000009.1.76614.78085~0.806 AWSN01000001.1.338194.339805~0.806 ,turn-check disabled
OFRE01039794.1_99-661(+),0,0,,98,2020-12-10 20:49:22,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;,FJ604792.1.1.940~0.934 KX463094.1.1.902~0.881 DQ337102.1.1.939~0.881 AB611672.1.1.942~0.867 KX463111.1.1.926~0.854 AB611659.1.1.945~0.842 HQ395738.1.1.1465~0.820 HQ395740.1.1.1472~0.817 JN563806.1.1.940~0.813 AB611456.1.1.947~0.813 ,turn-check disabled
OFSF01012718.1_1016-1626(+),0,0,,99,2020-12-10 20:49:23,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Prostomatea;Cryptocaryon;,AY642698.1.1.1745~0.975 AY642703.1.1.1745~0.974 KT346304.1.1.1755~0.970 KJ763132.1.1.1756~0.964 KJ761752.1.1.1757~0.959 HM135060.1.1.1688~0.951 JQ222972.1.1.1606~0.949 FR874483.1.1.1761~0.934 FPLL01005652.1.9.1764~0.933 KJ757532.1.1.1768~0.931 ,turn-check disabled
OFSF01010289.1_1-524(+),0,0,,99,2020-12-10 20:49:23,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Conthreep;Prostomatea;Cryptocaryon;,KC771341.1.1.1673~0.960 AY642703.1.1.1745~0.946 KT346304.1.1.1755~0.945 AY642698.1.1.1745~0.937 FPLL01005652.1.9.1764~0.925 FPLK01002788.1.1.1645~0.922 KJ763132.1.1.1756~0.918 HM135060.1.1.1688~0.918 KJ761752.1.1.1757~0.916 GU067973.1.1.1763~0.914 ,turn-check disabled
OFRE01005676.1_987-1922(+),0,0,,94,2020-12-10 20:49:23,Unclassified;,,turn-check disabled
OFSF01014078.1_1-523(-),0,0,,97,2020-12-10 20:49:23,Eukaryota;Incertae Sedis;Telonema;,HM581741.1.1.1790~0.950 AM418563.1.1.1798~0.948 KJ763542.1.1.1795~0.946 EU162631.1.1.1798~0.944 EU371379.1.1.1764~0.944 AJ564773.1.1.1787~0.944 AJ564770.1.1.1795~0.941 KJ763300.1.1.1793~0.941 KJ763035.1.1.1795~0.939 KJ759276.1.1.1792~0.923 ,turn-check disabled
OFSF01000466.1_9580-10455(+),0,0,,99,2020-12-10 20:49:23,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;,AHIR01000060.1.4310.5774~0.982 AB021370.1.1.1463~0.982 AB288313.1.1.1493~0.979 JN023314.1.1.1438~0.978 GQ253122.1.1.1477~0.978 AIDW01000026.1.742.2207~0.974 JN023501.1.1.1438~0.973 LMPG01000001.1.429.1927~0.971 AJ012461.1.1.1437~0.971 FPLS01022358.1.12.1476~0.970 ,turn-check disabled
OFSF01007499.1_1639-2250(+),0,0,,99,2020-12-10 20:49:23,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;,GU067819.1.1.1764~0.995 GU067892.1.1.1768~0.993 GU290085.1.1.1767~0.989 FJ876964.1.1.1768~0.975 AY143573.1.1.1764~0.975 FR874762.1.1.1765~0.967 FJ881862.1.1.1769~0.962 EF527078.1.1.1320~0.957 KJ763175.1.1.1759~0.957 DQ103852.1.1.1767~0.954 ,turn-check disabled
OFSF01000179.1_2687-3566(-),0,0,,100,2020-12-10 20:49:23,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium;,CP025113.1.2489427.2490920~1.000 AY624135.1.1.1483~1.000 CP016428.1.7431066.7432562~1.000 AF208518.1.1.1437~1.000 AF293373.1.1.1446~1.000 AF208510.1.1.1443~1.000 AF293374.1.1.1454~1.000 AF293376.1.1.1471~1.000 AF293379.1.1.1472~1.000 AF208512.1.1.1479~1.000 ,turn-check disabled
OFSF01002559.1_0-563(+),0,0,,99,2020-12-10 20:49:23,Eukaryota;Incertae Sedis;Telonema;,HQ191379.1.1.2351~0.975 KJ763035.1.1.1795~0.961 EU162631.1.1.1798~0.956 KJ763300.1.1.1793~0.956 KJ759276.1.1.1792~0.952 KJ757114.1.1.1803~0.952 HM581741.1.1.1790~0.947 KJ763494.1.1.1791~0.947 AJ564770.1.1.1795~0.945 AM418563.1.1.1798~0.940 ,turn-check disabled
OFSF01004720.1_2615-3159(-),0,0,,99,2020-12-10 20:49:23,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;,HQ219351.1.1.2218~0.954 GU067892.1.1.1768~0.949 GU290112.1.1.1765~0.945 HQ219462.1.1.2212~0.941 AY143573.1.1.1764~0.939 KR263893.1.1.1748~0.939 FJ881862.1.1.1769~0.939 JX567470.1.1.1528~0.934 KF662622.1.1.1890~0.934 JQ924058.1.1.3007~0.934 ,turn-check disabled
OFSF01025140.1_359-1109(+),0,0,,99,2020-12-10 20:49:23,Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;,HM129553.1.1.1441~0.997 EU800701.1.1.1478~0.995 FN668236.2.1.1474~0.985 FJ800523.1.1.1472~0.985 GU305718.1.1.1477~0.985 EU803530.1.1.1478~0.985 EU801301.1.1.1480~0.985 CP016779.1.600867.602391~0.985 HQ008539.1.1.1513~0.984 HM856532.1.1.1437~0.984 ,turn-check disabled
OFSF01001214.1_2575-3450(-),0,0,,99,2020-12-10 20:49:23,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;,JQ428049.1.1.1484~0.970 DQ241397.1.1.1521~0.970 JX049412.1.1.1527~0.969 EF632937.1.1.1523~0.967 AEWG01000018.1.3721.5251~0.967 JZUE01000061.1.3664.5172~0.967 AY212560.1.1.1515~0.966 AP012320.1.3873505.3875038~0.966 AP012320.1.3878890.3880423~0.966 AP012320.1.4716583.4718116~0.966 ,turn-check disabled
OFRE01000736.1_4630-6696(-),1,0,,99,2020-12-10 20:49:23,Eukaryota;Discoba;Discicristata;Euglenozoa;Euglenida;Heteronematina;Petalomonas;,AB901616.1.1.2064~0.933 AB902317.1.1.2062~0.892 AB902142.1.1.2029~0.879 GU477297.1.1.2006~0.852 AB902203.1.1.2040~0.848 AB902198.1.1.2035~0.847 GU477295.1.1.1980~0.842 LC150106.1.1.1952~0.816 AY821958.1.1.1839~0.783 U84731.1.1.2034~0.768 ,turn-check disabled
OFSF01005176.1_6-496(+),0,0,,100,2020-12-10 20:49:23,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;,FJ529843.1.1.1544~1.000 HM447936.1.1.1479~1.000 CP025780.1.177.1721~1.000 CP023271.1.361088.362632~1.000 CP023271.1.4624423.4625967~1.000 CP023271.1.4630132.4631676~1.000 CP021768.1.4453870.4455414~1.000 CP021768.1.380541.382085~1.000 CP023271.1.366796.368340~1.000 CP021768.1.4448204.4449748~1.000 ,turn-check disabled
OFSF01008733.1_6-493(+),0,0,,99,2020-12-10 20:49:23,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;,CP002056.1.726526.728051~0.988 CP002056.1.133281.134806~0.988 CP002056.1.127113.128638~0.988 DQ833508.1.1.1530~0.986 CP001672.1.214628.216153~0.984 CP001672.1.691251.692776~0.984 FPLK01000034.1.18.1534~0.984 LN827929.1.939679.941208~0.984 JN417534.1.1.1533~0.982 KC683087.1.1.1533~0.982 ,turn-check disabled
OFSF01027181.1_1-798(+),0,0,,99,2020-12-10 20:49:23,Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Pseudarcicella;,AY212653.1.1.1496~0.950 FPLK01002263.1.13.1498~0.949 CP029346.1.356488.357993~0.941 CP029346.1.1120670.1122175~0.941 CP029346.1.2695669.2697174~0.941 AY661977.1.1.1498~0.939 ATXY01000006.1.350639.352124~0.934 FPLK01000088.1.13.1493~0.934 ATXY01000007.1.94928.96413~0.932 FN547417.1.1.1487~0.928 ,turn-check disabled
OFSF01054173.1_0-766(+),0,0,,99,2020-12-10 20:49:23,Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;uncultured;,GU290112.1.1.1765~0.988 KJ925334.1.1.1679~0.980 FN689937.1.1.1672~0.961 KJ925241.1.1.1676~0.950 KJ925179.1.1.1677~0.948 KJ925359.1.1.1675~0.946 KX602107.1.1.1679~0.945 AY143573.1.1.1764~0.945 FN689905.1.1.1675~0.943 HM135054.1.1.1699~0.943 ,turn-check disabled
OFSF01002265.1_3628-4503(-),0,0,,99,2020-12-10 20:49:23,Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;,CP033068.1.2967190.2968706~0.991 CP033068.1.2323372.2324888~0.991 CP033068.1.3005443.3006959~0.991 CP033068.1.1990021.1991537~0.991 CP033068.1.4554537.4556053~0.991 CP033068.1.2266216.2267732~0.991 CP033068.1.1302941.1304457~0.990 CP033068.1.4202433.4203949~0.990 CP033068.1.2725800.2727316~0.990 AM177612.1.1.1497~0.989 ,turn-check disabled
OFSF01000787.1_2409-3302(-),0,0,,99,2020-12-10 20:49:24,Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group;,AF316678.1.1.1506~0.992 AACY020174722.1.993.2486~0.985 FJ800536.1.1.1472~0.974 MF040476.1.1.1492~0.971 MF040528.1.1.1481~0.970 MF040477.1.1.1492~0.969 GU305761.1.1.1481~0.968 MF040536.1.1.1484~0.968 GU305747.1.1.1458~0.966 EU803591.1.1.1485~0.966 ,turn-check disabled
